sent_text,variable,label_issue,label_text,party,before,after
"Partijen als NSC en VVD tamboereren op die bestaanszekerheid , maar laten zich weinig gelegen liggen aan klimaat , natuur en milieu .",issue position,Ja,issue_yes,NSC,Eerst minder werken om je ouders gratis voor de maatschappij te helpen en later zelf in de pensioenproblemen komen vanwege de geringere afdracht van de werkgever .,Een mantelzorgfonds of iets anders om dat pensioen te repareren zou op zijn plaats zijn .
"Partijen als NSC en VVD tamboereren op die bestaanszekerheid , maar laten zich weinig gelegen liggen aan klimaat , natuur en milieu .",conflict,Nee,issue_no,NSC,Eerst minder werken om je ouders gratis voor de maatschappij te helpen en later zelf in de pensioenproblemen komen vanwege de geringere afdracht van de werkgever .,Een mantelzorgfonds of iets anders om dat pensioen te repareren zou op zijn plaats zijn .
"Partijen als NSC en VVD tamboereren op die bestaanszekerheid , maar laten zich weinig gelegen liggen aan klimaat , natuur en milieu .",succes en falen,Nee,issue_no,NSC,Eerst minder werken om je ouders gratis voor de maatschappij te helpen en later zelf in de pensioenproblemen komen vanwege de geringere afdracht van de werkgever .,Een mantelzorgfonds of iets anders om dat pensioen te repareren zou op zijn plaats zijn .
Het verklaart ook waarom veel praktisch opgeleiden niet langer op de SP maar bijvoorbeeld op de PVV of BBB stemmen .,issue position,Nee,issue_no,PVV,"Dat blijkt bij de opkomst van nieuwe politieke thema's , zoals stikstof , vuurwerk en transgenderzorg .",""" Vanwege de toenemende rol van culturele thema's bij de verkiezingen , en omdat veel politici aan de rechterzijde er vaak beter in slagen aan te sluiten bij de leefwereld van praktisch geschoolden "" , legt Noordzij uit ."
Het verklaart ook waarom veel praktisch opgeleiden niet langer op de SP maar bijvoorbeeld op de PVV of BBB stemmen .,conflict,Nee,issue_no,PVV,"Dat blijkt bij de opkomst van nieuwe politieke thema's , zoals stikstof , vuurwerk en transgenderzorg .",""" Vanwege de toenemende rol van culturele thema's bij de verkiezingen , en omdat veel politici aan de rechterzijde er vaak beter in slagen aan te sluiten bij de leefwereld van praktisch geschoolden "" , legt Noordzij uit ."
Het verklaart ook waarom veel praktisch opgeleiden niet langer op de SP maar bijvoorbeeld op de PVV of BBB stemmen .,succes en falen,Ja,issue_yes,PVV,"Dat blijkt bij de opkomst van nieuwe politieke thema's , zoals stikstof , vuurwerk en transgenderzorg .",""" Vanwege de toenemende rol van culturele thema's bij de verkiezingen , en omdat veel politici aan de rechterzijde er vaak beter in slagen aan te sluiten bij de leefwereld van praktisch geschoolden "" , legt Noordzij uit ."
GL-PvdA krijt regenboog voor abortuskliniek waar SGP actie wilde voeren,issue position,Ja,issue_yes,GL/PvdA,Dat kwam hem op veel kritiek te staan van andere partijen .,10:23
GL-PvdA krijt regenboog voor abortuskliniek waar SGP actie wilde voeren,conflict,Nee,issue_no,GL/PvdA,Dat kwam hem op veel kritiek te staan van andere partijen .,10:23
GL-PvdA krijt regenboog voor abortuskliniek waar SGP actie wilde voeren,succes en falen,Nee,issue_no,GL/PvdA,Dat kwam hem op veel kritiek te staan van andere partijen .,10:23
"Dat heeft demissionair minister Mariëlle Paul ( Primair en Voortgezet Onderwijs , VVD ) dinsdag bekendgemaakt in een brief aan de Tweede Kamer .",issue position,Ja,issue_yes,Overig,ONDERWIJS,Eerder dit jaar kondigde het ministerie van Onderwijs al de komst van een landelijke richtlijn aan om de smartphone uit de klas te weren .
"Dat heeft demissionair minister Mariëlle Paul ( Primair en Voortgezet Onderwijs , VVD ) dinsdag bekendgemaakt in een brief aan de Tweede Kamer .",conflict,Nee,issue_no,Overig,ONDERWIJS,Eerder dit jaar kondigde het ministerie van Onderwijs al de komst van een landelijke richtlijn aan om de smartphone uit de klas te weren .
"Dat heeft demissionair minister Mariëlle Paul ( Primair en Voortgezet Onderwijs , VVD ) dinsdag bekendgemaakt in een brief aan de Tweede Kamer .",succes en falen,Nee,issue_no,Overig,ONDERWIJS,Eerder dit jaar kondigde het ministerie van Onderwijs al de komst van een landelijke richtlijn aan om de smartphone uit de klas te weren .
"de man die een ton aan de VVD doneerde , mocht de politici een vraag stellen over arbeidsmigranten .",issue position,Nee,issue_no,VVD,"Toen de tuinderij die hij op zijn 18de van zijn vader had overgenomen in 1999 failliet ging , richtte hij met zakenman Otto Cornelissen OTTO op .",Naar eigen zeggen omdat hij zag hoe onmenselijk arbeidsmigranten werden behandeld .
"de man die een ton aan de VVD doneerde , mocht de politici een vraag stellen over arbeidsmigranten .",conflict,Nee,issue_no,VVD,"Toen de tuinderij die hij op zijn 18de van zijn vader had overgenomen in 1999 failliet ging , richtte hij met zakenman Otto Cornelissen OTTO op .",Naar eigen zeggen omdat hij zag hoe onmenselijk arbeidsmigranten werden behandeld .
"de man die een ton aan de VVD doneerde , mocht de politici een vraag stellen over arbeidsmigranten .",succes en falen,Nee,issue_no,VVD,"Toen de tuinderij die hij op zijn 18de van zijn vader had overgenomen in 1999 failliet ging , richtte hij met zakenman Otto Cornelissen OTTO op .",Naar eigen zeggen omdat hij zag hoe onmenselijk arbeidsmigranten werden behandeld .
"Laat Europa op dat schaakbord blijven , stelt lijsttrekker Frans Timmermans van GroenLinks-PvdA en voormalige Eurocommissaris .",issue position,Ja,issue_yes,Overig,Anders zal de instabiliteit de EU binnensijpelen en onze manier van leven ondermijnen .,Daarom moeten we plannen maken voor een Europa van meerdere snelheden .
"Laat Europa op dat schaakbord blijven , stelt lijsttrekker Frans Timmermans van GroenLinks-PvdA en voormalige Eurocommissaris .",conflict,Nee,issue_no,Overig,Anders zal de instabiliteit de EU binnensijpelen en onze manier van leven ondermijnen .,Daarom moeten we plannen maken voor een Europa van meerdere snelheden .
"Laat Europa op dat schaakbord blijven , stelt lijsttrekker Frans Timmermans van GroenLinks-PvdA en voormalige Eurocommissaris .",succes en falen,Nee,issue_no,Overig,Anders zal de instabiliteit de EU binnensijpelen en onze manier van leven ondermijnen .,Daarom moeten we plannen maken voor een Europa van meerdere snelheden .
"Door klimaatverandering sterven meer mensen door opwarming , maar minder door de kou’ , zo parodieerde de premierskandidaat van BBB zichzelf .",issue position,Ja,issue_yes,BBB,’Kappen met die cijfers !,"De radicale klimaatplakkers waren er ook , niet zozeer voor de inhoud maar voor verstoring ."
"Door klimaatverandering sterven meer mensen door opwarming , maar minder door de kou’ , zo parodieerde de premierskandidaat van BBB zichzelf .",conflict,Nee,issue_no,BBB,’Kappen met die cijfers !,"De radicale klimaatplakkers waren er ook , niet zozeer voor de inhoud maar voor verstoring ."
"Door klimaatverandering sterven meer mensen door opwarming , maar minder door de kou’ , zo parodieerde de premierskandidaat van BBB zichzelf .",succes en falen,Nee,issue_no,BBB,’Kappen met die cijfers !,"De radicale klimaatplakkers waren er ook , niet zozeer voor de inhoud maar voor verstoring ."
Wat had ik de door mij verkozen regenten van D66 daarna vervloekt !,issue position,Nee,issue_no,D66,"Ik vertelde hem over de enige keer dat ik van mijn uitgesproken linkse principes was afgeweken , om de Europese eenwording te bespoedigen .","Met Europa zat het wel snor , maar mijn andere wensen werden in de formatie volstrekt genegeerd ."
Wat had ik de door mij verkozen regenten van D66 daarna vervloekt !,conflict,Nee,issue_no,D66,"Ik vertelde hem over de enige keer dat ik van mijn uitgesproken linkse principes was afgeweken , om de Europese eenwording te bespoedigen .","Met Europa zat het wel snor , maar mijn andere wensen werden in de formatie volstrekt genegeerd ."
Wat had ik de door mij verkozen regenten van D66 daarna vervloekt !,succes en falen,Nee,issue_no,D66,"Ik vertelde hem over de enige keer dat ik van mijn uitgesproken linkse principes was afgeweken , om de Europese eenwording te bespoedigen .","Met Europa zat het wel snor , maar mijn andere wensen werden in de formatie volstrekt genegeerd ."
De grote ster aan het firmament heet Pieter Omtzigt .,issue position,Nee,issue_no,NSC,Blijkbaar is dit een land waar het loont om content te maken voor mensen die niet content zijn .,"Dat is een weinig mededeelzame politicus die eigenlijk alleen zegt een einde te willen maken aan de armoede , waarbij hij - daar moet ik je wel voor waarschuwen - de meest Hollandse definitie van armoede hanteert die er bestaat , namelijk het hebben van te weinig euro's ."
De grote ster aan het firmament heet Pieter Omtzigt .,conflict,Nee,issue_no,NSC,Blijkbaar is dit een land waar het loont om content te maken voor mensen die niet content zijn .,"Dat is een weinig mededeelzame politicus die eigenlijk alleen zegt een einde te willen maken aan de armoede , waarbij hij - daar moet ik je wel voor waarschuwen - de meest Hollandse definitie van armoede hanteert die er bestaat , namelijk het hebben van te weinig euro's ."
De grote ster aan het firmament heet Pieter Omtzigt .,succes en falen,Ja,issue_yes,NSC,Blijkbaar is dit een land waar het loont om content te maken voor mensen die niet content zijn .,"Dat is een weinig mededeelzame politicus die eigenlijk alleen zegt een einde te willen maken aan de armoede , waarbij hij - daar moet ik je wel voor waarschuwen - de meest Hollandse definitie van armoede hanteert die er bestaat , namelijk het hebben van te weinig euro's ."
GroenLinks-PvdA laat van zich horen,issue position,Nee,issue_no,GL/PvdA,"Enige tijd geleden zei Yesilgöz dat ze samenwerking met de PVV niet uitsloot , zoals haar voorganger Rutte wel deed , en nu zegt ze dat ze het met Wilders eens is dat immigratie een oorzaak is van de woningnood .",Daarna valt Jetten Yesilgöz aan op de rente op de studieschuld .
GroenLinks-PvdA laat van zich horen,conflict,Nee,issue_no,GL/PvdA,"Enige tijd geleden zei Yesilgöz dat ze samenwerking met de PVV niet uitsloot , zoals haar voorganger Rutte wel deed , en nu zegt ze dat ze het met Wilders eens is dat immigratie een oorzaak is van de woningnood .",Daarna valt Jetten Yesilgöz aan op de rente op de studieschuld .
GroenLinks-PvdA laat van zich horen,succes en falen,Nee,issue_no,GL/PvdA,"Enige tijd geleden zei Yesilgöz dat ze samenwerking met de PVV niet uitsloot , zoals haar voorganger Rutte wel deed , en nu zegt ze dat ze het met Wilders eens is dat immigratie een oorzaak is van de woningnood .",Daarna valt Jetten Yesilgöz aan op de rente op de studieschuld .
"Gerda Verburg ( Zwammerdam , 1957 ) begint haar carrière bij de Christelijke Plattelands Jongeren , stapt in 1982 over naar vakbond CNV en komt in 1998 voor het CDA in de Tweede Kamer waar ze vice-fractievoorzitter wordt .",issue position,Nee,issue_no,CDA,CV,"Van 2007 tot 2010 is Verburg minister van Landbouw , Natuur en Voedselkwaliteit ."
"Gerda Verburg ( Zwammerdam , 1957 ) begint haar carrière bij de Christelijke Plattelands Jongeren , stapt in 1982 over naar vakbond CNV en komt in 1998 voor het CDA in de Tweede Kamer waar ze vice-fractievoorzitter wordt .",conflict,Nee,issue_no,CDA,CV,"Van 2007 tot 2010 is Verburg minister van Landbouw , Natuur en Voedselkwaliteit ."
"Gerda Verburg ( Zwammerdam , 1957 ) begint haar carrière bij de Christelijke Plattelands Jongeren , stapt in 1982 over naar vakbond CNV en komt in 1998 voor het CDA in de Tweede Kamer waar ze vice-fractievoorzitter wordt .",succes en falen,Nee,issue_no,CDA,CV,"Van 2007 tot 2010 is Verburg minister van Landbouw , Natuur en Voedselkwaliteit ."
"'s Middags zijn er workshops met kandidaat-Kamerleden en is er een livestream met minister Robbert Dijkgraaf van onderwijs , die de studenten na de gebruikelijke problemen met beeld en geluid met ' je ' en ' hoi ' aanspreekt en die zijn boodschap hoe belangrijk het mbo is nog eens herhaalt .",issue position,Ja,issue_yes,Overig,Een vriend van mij gaat of VVD of GroenLinks stemmen .,Ik hoop dat partijen die goed met de VVD kunnen samenwerken woensdag goed gaan scoren .
"'s Middags zijn er workshops met kandidaat-Kamerleden en is er een livestream met minister Robbert Dijkgraaf van onderwijs , die de studenten na de gebruikelijke problemen met beeld en geluid met ' je ' en ' hoi ' aanspreekt en die zijn boodschap hoe belangrijk het mbo is nog eens herhaalt .",conflict,Nee,issue_no,Overig,Een vriend van mij gaat of VVD of GroenLinks stemmen .,Ik hoop dat partijen die goed met de VVD kunnen samenwerken woensdag goed gaan scoren .
"'s Middags zijn er workshops met kandidaat-Kamerleden en is er een livestream met minister Robbert Dijkgraaf van onderwijs , die de studenten na de gebruikelijke problemen met beeld en geluid met ' je ' en ' hoi ' aanspreekt en die zijn boodschap hoe belangrijk het mbo is nog eens herhaalt .",succes en falen,Nee,issue_no,Overig,Een vriend van mij gaat of VVD of GroenLinks stemmen .,Ik hoop dat partijen die goed met de VVD kunnen samenwerken woensdag goed gaan scoren .
"Dat zijn vooral kiezers aan de rechterkant , zoals die van de VVD , PVV , FVD en JA21 .",issue position,Ja,issue_yes,VVD,Maar liefst acht op de tien kiezers vinden dat er nu te veel asielzoekers naar ons land komen .,"Maar kiezers van middenpartijen als BBB ( 98 procent ) , NSC ( 95 procent ) en het CDA ( 90 procent ) denken er niet heel anders over ."
"Dat zijn vooral kiezers aan de rechterkant , zoals die van de VVD , PVV , FVD en JA21 .",conflict,Nee,issue_no,VVD,Maar liefst acht op de tien kiezers vinden dat er nu te veel asielzoekers naar ons land komen .,"Maar kiezers van middenpartijen als BBB ( 98 procent ) , NSC ( 95 procent ) en het CDA ( 90 procent ) denken er niet heel anders over ."
"Dat zijn vooral kiezers aan de rechterkant , zoals die van de VVD , PVV , FVD en JA21 .",succes en falen,Nee,issue_no,VVD,Maar liefst acht op de tien kiezers vinden dat er nu te veel asielzoekers naar ons land komen .,"Maar kiezers van middenpartijen als BBB ( 98 procent ) , NSC ( 95 procent ) en het CDA ( 90 procent ) denken er niet heel anders over ."
"Onze nationale privacywaakhond Aleid Wolfsen , oud-rechter en oud-Kamerlid , constateerde tegenover de parlementaire enquêtecommissie die het fraudebeleid onderzoekt , dat het toeslagenschandaal in wezen een grondrechtenschandaal is .",issue position,Nee,issue_no,Overig,"Dat verlies is in mijn ogen de kern van de crisis in ons bestel , waarbij de overheid finaal door de vloer is gezakt van onze rechtsstaat .",' De grondrechten zijn massaal en met voeten getreden .
"Onze nationale privacywaakhond Aleid Wolfsen , oud-rechter en oud-Kamerlid , constateerde tegenover de parlementaire enquêtecommissie die het fraudebeleid onderzoekt , dat het toeslagenschandaal in wezen een grondrechtenschandaal is .",conflict,Nee,issue_no,Overig,"Dat verlies is in mijn ogen de kern van de crisis in ons bestel , waarbij de overheid finaal door de vloer is gezakt van onze rechtsstaat .",' De grondrechten zijn massaal en met voeten getreden .
"Onze nationale privacywaakhond Aleid Wolfsen , oud-rechter en oud-Kamerlid , constateerde tegenover de parlementaire enquêtecommissie die het fraudebeleid onderzoekt , dat het toeslagenschandaal in wezen een grondrechtenschandaal is .",succes en falen,Nee,issue_no,Overig,"Dat verlies is in mijn ogen de kern van de crisis in ons bestel , waarbij de overheid finaal door de vloer is gezakt van onze rechtsstaat .",' De grondrechten zijn massaal en met voeten getreden .
Tijdens het debat van 5 november botsten Frans Timmermans ( GroenLinks-PvdA ) en Pieter Omtzigt (NSC ) over het minimumloon .,issue position,Ja,issue_yes,GL/PvdA,Het gat tussen het Nederlandse minimumloon en het doorsnee ( mediaan ) inkomen is immers relatief groot - en het is de afgelopen jaren gegroeid .,"Timmermans wil dit verhogen naar 16 euro per uur , ongeveer 60 procent van het doorsnee inkomen ."
